date,key,value,group
1995,ambient,0,electronic
1996,ambient,0,electronic
1997,ambient,0,electronic
1998,ambient,0,electronic
1999,ambient,0,electronic
2000,ambient,0,electronic
2001,ambient,0,electronic
2002,ambient,0,electronic
2003,ambient,0,electronic
2004,ambient,0,electronic
2005,ambient,0,electronic
2006,ambient,0,electronic
2007,ambient,0,electronic
2008,ambient,0,electronic
2009,ambient,0,electronic
2010,ambient,0,electronic
2011,ambient,0,electronic
2012,ambient,0,electronic
2013,ambient,0,electronic
2014,ambient,0,electronic
1988,breakbeat,0,electronic
1989,breakbeat,0,electronic
1990,breakbeat,0,electronic
1991,breakbeat,0,electronic
1992,breakbeat,0,electronic
1993,breakbeat,0,electronic
1994,breakbeat,0,electronic
1995,breakbeat,0,electronic
1996,breakbeat,0,electronic
1997,breakbeat,0,electronic
1998,breakbeat,0,electronic
1999,breakbeat,0,electronic
2000,breakbeat,1,electronic
2001,breakbeat,0,electronic
2002,breakbeat,0,electronic
2003,breakbeat,0,electronic
2004,breakbeat,0.5,electronic
2005,breakbeat,0,electronic
2006,breakbeat,0,electronic
2007,breakbeat,0,electronic
2008,breakbeat,0,electronic
2009,breakbeat,0,electronic
2010,breakbeat,0,electronic
2011,breakbeat,0,electronic
2012,breakbeat,0,electronic
2013,breakbeat,0,electronic
2014,breakbeat,0,electronic
1988,club,0,electronic
1989,club,0,electronic
1990,club,0,electronic
1991,club,0,electronic
1992,club,0,electronic
1993,club,1,electronic
1994,club,1,electronic
1995,club,0,electronic
1996,club,0,electronic
1997,club,0.5,electronic
1998,club,0,electronic
1999,club,0,electronic
2000,club,1.5,electronic
2001,club,1,electronic
2002,club,0.5,electronic
2003,club,0.5,electronic
2004,club,1,electronic
2005,club,0,electronic
2006,club,0,electronic
2007,club,0.5,electronic
2008,club,0,electronic
2009,club,0,electronic
2010,club,0.5,electronic
2011,club,0,electronic
2012,club,0,electronic
2013,club,0,electronic
2014,club,0,electronic
1988,dance,7,electronic
1989,dance,7,electronic
1990,dance,13,electronic
1991,dance,10,electronic
1992,dance,5,electronic
1993,dance,7,electronic
1994,dance,12,electronic
1995,dance,9,electronic
1996,dance,8,electronic
1997,dance,9.5,electronic
1998,dance,9.5,electronic
1999,dance,10.5,electronic
2000,dance,15,electronic
2001,dance,8,electronic
2002,dance,9,electronic
2003,dance,5,electronic
2004,dance,5,electronic
2005,dance,6,electronic
2006,dance,6,electronic
2007,dance,8,electronic
2008,dance,8.5,electronic
2009,dance,9,electronic
2010,dance,10,electronic
2011,dance,14,electronic
2012,dance,8,electronic
2013,dance,9.5,electronic
2014,dance,10.5,electronic
1988,downtempo,0,electronic
1989,downtempo,0,electronic
1990,downtempo,0,electronic
1991,downtempo,0,electronic
1992,downtempo,0,electronic
1993,downtempo,0,electronic
1994,downtempo,0,electronic
1995,downtempo,0,electronic
1996,downtempo,0,electronic
1997,downtempo,0,electronic
1998,downtempo,0,electronic
1999,downtempo,0,electronic
2000,downtempo,0,electronic
2001,downtempo,0,electronic
2002,downtempo,0,electronic
2003,downtempo,0,electronic
2004,downtempo,0,electronic
2005,downtempo,0.5,electronic
2006,downtempo,0,electronic
2007,downtempo,0,electronic
2008,downtempo,0,electronic
2009,downtempo,0,electronic
2010,downtempo,0,electronic
2011,downtempo,0,electronic
2012,downtempo,0,electronic
2013,downtempo,0,electronic
2014,downtempo,0.5,electronic
1988,drum and bass,0,electronic
1989,drum and bass,0,electronic
1990,drum and bass,0,electronic
1991,drum and bass,0,electronic
1992,drum and bass,0,electronic
1993,drum and bass,0,electronic
1994,drum and bass,0,electronic
1995,drum and bass,0,electronic
1996,drum and bass,0,electronic
1997,drum and bass,0,electronic
1998,drum and bass,0,electronic
1999,drum and bass,0,electronic
2000,drum and bass,0,electronic
2001,drum and bass,0,electronic
2002,drum and bass,0,electronic
2003,drum and bass,0,electronic
2004,drum and bass,0,electronic
2005,drum and bass,0,electronic
2006,drum and bass,0,electronic
2007,drum and bass,0,electronic
2008,drum and bass,0,electronic
2009,drum and bass,0,electronic
2010,drum and bass,0,electronic
2011,drum and bass,0,electronic
2012,drum and bass,0.5,electronic
2013,drum and bass,0.5,electronic
2014,drum and bass,1,electronic
1988,dubstep,0,electronic
1989,dubstep,0,electronic
1990,dubstep,0,electronic
1991,dubstep,0,electronic
1992,dubstep,0,electronic
1993,dubstep,0,electronic
1994,dubstep,0,electronic
1995,dubstep,0,electronic
1996,dubstep,0,electronic
1997,dubstep,0,electronic
1998,dubstep,0,electronic
1999,dubstep,0.5,electronic
2000,dubstep,0,electronic
2001,dubstep,0,electronic
2002,dubstep,0,electronic
2003,dubstep,0,electronic
2004,dubstep,0,electronic
2005,dubstep,0.5,electronic
2006,dubstep,0,electronic
2007,dubstep,0,electronic
2008,dubstep,0,electronic
2009,dubstep,0,electronic
2010,dubstep,0,electronic
2011,dubstep,0,electronic
2012,dubstep,0.5,electronic
2013,dubstep,0,electronic
2014,dubstep,0,electronic
1988,electro,0,electronic
1989,electro,0,electronic
1990,electro,0,electronic
1991,electro,0,electronic
1992,electro,0,electronic
1993,electro,0,electronic
1994,electro,0,electronic
1995,electro,1,electronic
1996,electro,0,electronic
1997,electro,0,electronic
1998,electro,0,electronic
1999,electro,0,electronic
2000,electro,0,electronic
2001,electro,0,electronic
2002,electro,0,electronic
2003,electro,0.5,electronic
2004,electro,0,electronic
2005,electro,0,electronic
2006,electro,0,electronic
2007,electro,1,electronic
2008,electro,0,electronic
2009,electro,0,electronic
2010,electro,0,electronic
2011,electro,1.5,electronic
2012,electro,1,electronic
2013,electro,0.5,electronic
2014,electro,2,electronic
1988,electronic,1,electronic
1989,electronic,1,electronic
1990,electronic,0,electronic
1991,electronic,0,electronic
1992,electronic,3,electronic
1993,electronic,0,electronic
1994,electronic,1,electronic
1995,electronic,1,electronic
1996,electronic,2,electronic
1997,electronic,1.5,electronic
1998,electronic,0.5,electronic
1999,electronic,0,electronic
2000,electronic,0.5,electronic
2001,electronic,1,electronic
2002,electronic,2,electronic
2003,electronic,0.5,electronic
2004,electronic,1.5,electronic
2005,electronic,2,electronic
2006,electronic,0,electronic
2007,electronic,0,electronic
2008,electronic,2.5,electronic
2009,electronic,1.5,electronic
2010,electronic,1.5,electronic
2011,electronic,1.5,electronic
2012,electronic,2.5,electronic
2013,electronic,5,electronic
2014,electronic,3.5,electronic
1988,eurodance,0,electronic
1989,eurodance,0,electronic
1990,eurodance,0,electronic
1991,eurodance,0,electronic
1992,eurodance,1,electronic
1993,eurodance,3,electronic
1994,eurodance,6,electronic
1995,eurodance,6,electronic
1996,eurodance,3,electronic
1997,eurodance,3.5,electronic
1998,eurodance,3.5,electronic
1999,eurodance,2.5,electronic
2000,eurodance,3.5,electronic
2001,eurodance,0,electronic
2002,eurodance,0,electronic
2003,eurodance,0,electronic
2004,eurodance,0,electronic
2005,eurodance,0,electronic
2006,eurodance,0.5,electronic
2007,eurodance,0,electronic
2008,eurodance,0,electronic
2009,eurodance,0.5,electronic
2010,eurodance,0,electronic
2011,eurodance,0.5,electronic
2012,eurodance,0,electronic
2013,eurodance,0,electronic
2014,eurodance,0,electronic
1988,house,0,electronic
1989,house,0,electronic
1990,house,6,electronic
1991,house,6,electronic
1992,house,4,electronic
1993,house,0,electronic
1994,house,4,electronic
1995,house,2,electronic
1996,house,2,electronic
1997,house,1.5,electronic
1998,house,2,electronic
1999,house,1,electronic
2000,house,2,electronic
2001,house,1.5,electronic
2002,house,1.5,electronic
2003,house,0.5,electronic
2004,house,0.5,electronic
2005,house,1,electronic
2006,house,2.5,electronic
2007,house,2.5,electronic
2008,house,1.5,electronic
2009,house,2,electronic
2010,house,3,electronic
2011,house,4,electronic
2012,house,2,electronic
2013,house,4,electronic
2014,house,7,electronic
1988,techno,0,electronic
1989,techno,0,electronic
1990,techno,1,electronic
1991,techno,0,electronic
1992,techno,0,electronic
1993,techno,1,electronic
1994,techno,1,electronic
1995,techno,2,electronic
1996,techno,1,electronic
1997,techno,1,electronic
1998,techno,0,electronic
1999,techno,0,electronic
2000,techno,0,electronic
2001,techno,1,electronic
2002,techno,0.5,electronic
2003,techno,0,electronic
2004,techno,0.5,electronic
2005,techno,0,electronic
2006,techno,0,electronic
2007,techno,0.5,electronic
2008,techno,0.5,electronic
2009,techno,0,electronic
2010,techno,0,electronic
2011,techno,0,electronic
2012,techno,0,electronic
2013,techno,0.5,electronic
2014,techno,0.5,electronic
1988,trance,0,electronic
1989,trance,0,electronic
1990,trance,0,electronic
1991,trance,0,electronic
1992,trance,1,electronic
1993,trance,0,electronic
1994,trance,1,electronic
1995,trance,0,electronic
1996,trance,2,electronic
1997,trance,0,electronic
1998,trance,0,electronic
1999,trance,0.5,electronic
2000,trance,1,electronic
2001,trance,0.5,electronic
2002,trance,0,electronic
2003,trance,0,electronic
2004,trance,0,electronic
2005,trance,0,electronic
2006,trance,0,electronic
2007,trance,0,electronic
2008,trance,0,electronic
2009,trance,0,electronic
2010,trance,0,electronic
2011,trance,0,electronic
2012,trance,0,electronic
2013,trance,1,electronic
2014,trance,0.5,electronic
1988,children music,0,other
1989,children music,0,other
1990,children music,0,other
1991,children music,0,other
1992,children music,0,other
1993,children music,0,other
1994,children music,0,other
1995,children music,0,other
1996,children music,0,other
1997,children music,0,other
1998,children music,0,other
1999,children music,0,other
2000,children music,0,other
2001,children music,2,other
2002,children music,0,other
2003,children music,0,other
2004,children music,0,other
2005,children music,0.5,other
2006,children music,0,other
2007,children music,0,other
2008,children music,0,other
2009,children music,0,other
2010,children music,0,other
2011,children music,0,other
2012,children music,0,other
2013,children music,0,other
2014,children music,0,other
1988,classical,0,other
1989,classical,0,other
1990,classical,0,other
1991,classical,0,other
1992,classical,1,other
1993,classical,0,other
1994,classical,0,other
1995,classical,0,other
1996,classical,0,other
1997,classical,0,other
1998,classical,0,other
1999,classical,0,other
2000,classical,0,other
2001,classical,0,other
2002,classical,0,other
2003,classical,0,other
2004,classical,0,other
2005,classical,0,other
2006,classical,0,other
2007,classical,0,other
2008,classical,0,other
2009,classical,0.5,other
2010,classical,0,other
2011,classical,0,other
2012,classical,0,other
2013,classical,0,other
2014,classical,0.5,other
1988,comedy,0,other
1989,comedy,0,other
1990,comedy,1,other
1991,comedy,1,other
1992,comedy,1,other
1993,comedy,0,other
1994,comedy,2,other
1995,comedy,0,other
1996,comedy,0,other
1997,comedy,0,other
1998,comedy,0.5,other
1999,comedy,0,other
2000,comedy,0.5,other
2001,comedy,0,other
2002,comedy,0.5,other
2003,comedy,0.5,other
2004,comedy,0.5,other
2005,comedy,0,other
2006,comedy,0,other
2007,comedy,0,other
2008,comedy,0,other
2009,comedy,0.5,other
2010,comedy,0.5,other
2011,comedy,0.5,other
2012,comedy,0,other
2013,comedy,0.5,other
2014,comedy,0,other
1988,disney music,0,other
1989,disney music,0,other
1990,disney music,0,other
1991,disney music,0,other
1992,disney music,0,other
1993,disney music,1,other
1994,disney music,0,other
1995,disney music,0,other
1996,disney music,0,other
1997,disney music,0,other
1998,disney music,0,other
1999,disney music,0,other
2000,disney music,0,other
2001,disney music,0,other
2002,disney music,0,other
2003,disney music,0,other
2004,disney music,0,other
2005,disney music,0,other
2006,disney music,0,other
2007,disney music,0,other
2008,disney music,0,other
2009,disney music,0,other
2010,disney music,0,other
2011,disney music,0,other
2012,disney music,0,other
2013,disney music,0,other
2014,disney music,0,other
1988,opera,0,other
1989,opera,0,other
1990,opera,0,other
1991,opera,0,other
1992,opera,1,other
1993,opera,0,other
1994,opera,0,other
1995,opera,0,other
1996,opera,0,other
1997,opera,0,other
1998,opera,0,other
1999,opera,0,other
2000,opera,0,other
2001,opera,0,other
2002,opera,0,other
2003,opera,0,other
2004,opera,0,other
2005,opera,0,other
2006,opera,0.5,other
2007,opera,0,other
2008,opera,0,other
2009,opera,0,other
2010,opera,0,other
2011,opera,0,other
2012,opera,0,other
2013,opera,0,other
2014,opera,0,other
1988,parody,0,other
1989,parody,0,other
1990,parody,0,other
1991,parody,0,other
1992,parody,1,other
1993,parody,0,other
1994,parody,0,other
1995,parody,0,other
1996,parody,0,other
1997,parody,0,other
1998,parody,0,other
1999,parody,0,other
2000,parody,0,other
2001,parody,0,other
2002,parody,0,other
2003,parody,0,other
2004,parody,0,other
2005,parody,0,other
2006,parody,0,other
2007,parody,0,other
2008,parody,0,other
2009,parody,0,other
2010,parody,0,other
2011,parody,0,other
2012,parody,0,other
2013,parody,0,other
2014,parody,0,other
1988,soundtrack,0,other
1989,soundtrack,0,other
1990,soundtrack,0,other
1991,soundtrack,2,other
1992,soundtrack,0,other
1993,soundtrack,1,other
1994,soundtrack,0,other
1995,soundtrack,0,other
1996,soundtrack,0,other
1997,soundtrack,1.5,other
1998,soundtrack,0.5,other
1999,soundtrack,0,other
2000,soundtrack,0,other
2001,soundtrack,2,other
2002,soundtrack,1,other
2003,soundtrack,1,other
2004,soundtrack,0,other
2005,soundtrack,0,other
2006,soundtrack,0,other
2007,soundtrack,0.5,other
2008,soundtrack,0,other
2009,soundtrack,1,other
2010,soundtrack,0,other
2011,soundtrack,0,other
2012,soundtrack,0.5,other
2013,soundtrack,0,other
2014,soundtrack,0,other
1988,symphony,0,other
1989,symphony,0,other
1990,symphony,0,other
1991,symphony,0,other
1992,symphony,0,other
1993,symphony,0,other
1994,symphony,0,other
1995,symphony,0,other
1996,symphony,0,other
1997,symphony,0,other
1998,symphony,0,other
1999,symphony,0,other
2000,symphony,0,other
2001,symphony,0,other
2002,symphony,0,other
2003,symphony,0,other
2004,symphony,0.5,other
2005,symphony,0,other
2006,symphony,0,other
2007,symphony,0,other
2008,symphony,0,other
2009,symphony,0,other
2010,symphony,0,other
2011,symphony,0,other
2012,symphony,0,other
2013,symphony,0,other
2014,symphony,0,other
1988,adult contemporary,4,pop
1989,adult contemporary,4,pop
1990,adult contemporary,1,pop
1991,adult contemporary,0,pop
1992,adult contemporary,3,pop
1993,adult contemporary,1,pop
1994,adult contemporary,2,pop
1995,adult contemporary,3,pop
1996,adult contemporary,4,pop
1997,adult contemporary,3,pop
1998,adult contemporary,2.5,pop
1999,adult contemporary,2.5,pop
2000,adult contemporary,2,pop
2001,adult contemporary,0,pop
2002,adult contemporary,0.5,pop
2003,adult contemporary,2.5,pop
2004,adult contemporary,1,pop
2005,adult contemporary,0.5,pop
2006,adult contemporary,0.5,pop
2007,adult contemporary,0.5,pop
2008,adult contemporary,0,pop
2009,adult contemporary,0,pop
2010,adult contemporary,0,pop
2011,adult contemporary,0,pop
2012,adult contemporary,0.5,pop
2013,adult contemporary,0,pop
2014,adult contemporary,0,pop
1988,boy band,0,pop
1989,boy band,0,pop
1990,boy band,0,pop
1991,boy band,0,pop
1992,boy band,0,pop
1993,boy band,0,pop
1994,boy band,0,pop
1995,boy band,1,pop
1996,boy band,1,pop
1997,boy band,0,pop
1998,boy band,0.5,pop
1999,boy band,0.5,pop
2000,boy band,0,pop
2001,boy band,0,pop
2002,boy band,0,pop
2003,boy band,0,pop
2004,boy band,0.5,pop
2005,boy band,0,pop
2006,boy band,0.5,pop
2007,boy band,0,pop
2008,boy band,0,pop
2009,boy band,0,pop
2010,boy band,0,pop
2011,boy band,0.5,pop
2012,boy band,1.5,pop
2013,boy band,1.5,pop
2014,boy band,0.5,pop
1988,christian,0,pop
1989,christian,0,pop
1990,christian,0,pop
1991,christian,0,pop
1992,christian,0,pop
1993,christian,0,pop
1994,christian,0,pop
1995,christian,0,pop
1996,christian,0,pop
1997,christian,0,pop
1998,christian,0.5,pop
1999,christian,0,pop
2000,christian,0,pop
2001,christian,0,pop
2002,christian,0,pop
2003,christian,0,pop
2004,christian,0,pop
2005,christian,0,pop
2006,christian,0,pop
2007,christian,0,pop
2008,christian,0,pop
2009,christian,0,pop
2010,christian,0,pop
2011,christian,0,pop
2012,christian,0,pop
2013,christian,0,pop
2014,christian,0,pop
1988,dance pop,0,pop
1989,dance pop,0,pop
1990,dance pop,0,pop
1991,dance pop,0,pop
1992,dance pop,2,pop
1993,dance pop,0,pop
1994,dance pop,0,pop
1995,dance pop,0,pop
1996,dance pop,1,pop
1997,dance pop,0,pop
1998,dance pop,0.5,pop
1999,dance pop,0,pop
2000,dance pop,0.5,pop
2001,dance pop,0.5,pop
2002,dance pop,0,pop
2003,dance pop,0,pop
2004,dance pop,0.5,pop
2005,dance pop,0.5,pop
2006,dance pop,2.5,pop
2007,dance pop,0,pop
2008,dance pop,1,pop
2009,dance pop,0.5,pop
2010,dance pop,0,pop
2011,dance pop,0,pop
2012,dance pop,0,pop
2013,dance pop,0,pop
2014,dance pop,0,pop
1988,disco,1,pop
1989,disco,1,pop
1990,disco,0,pop
1991,disco,0,pop
1992,disco,1,pop
1993,disco,0,pop
1994,disco,0,pop
1995,disco,0,pop
1996,disco,0,pop
1997,disco,0.5,pop
1998,disco,0.5,pop
1999,disco,0,pop
2000,disco,0,pop
2001,disco,0,pop
2002,disco,1.5,pop
2003,disco,0,pop
2004,disco,0,pop
2005,disco,0,pop
2006,disco,0,pop
2007,disco,0,pop
2008,disco,0,pop
2009,disco,0,pop
2010,disco,0,pop
2011,disco,1,pop
2012,disco,1,pop
2013,disco,0.5,pop
2014,disco,1.5,pop
1988,electropop,0,pop
1989,electropop,0,pop
1990,electropop,0,pop
1991,electropop,0,pop
1992,electropop,0,pop
1993,electropop,0,pop
1994,electropop,0,pop
1995,electropop,0,pop
1996,electropop,0,pop
1997,electropop,0,pop
1998,electropop,0,pop
1999,electropop,0.5,pop
2000,electropop,0,pop
2001,electropop,0,pop
2002,electropop,1,pop
2003,electropop,0.5,pop
2004,electropop,0,pop
2005,electropop,0,pop
2006,electropop,0,pop
2007,electropop,0,pop
2008,electropop,0,pop
2009,electropop,1.5,pop
2010,electropop,0,pop
2011,electropop,0,pop
2012,electropop,0,pop
2013,electropop,0,pop
2014,electropop,0.5,pop
1988,europop,0,pop
1989,europop,0,pop
1990,europop,0,pop
1991,europop,0,pop
1992,europop,0,pop
1993,europop,0,pop
1994,europop,1,pop
1995,europop,0,pop
1996,europop,0,pop
1997,europop,0,pop
1998,europop,0,pop
1999,europop,0.5,pop
2000,europop,1,pop
2001,europop,0,pop
2002,europop,0,pop
2003,europop,0,pop
2004,europop,0,pop
2005,europop,0,pop
2006,europop,0,pop
2007,europop,0,pop
2008,europop,0,pop
2009,europop,0,pop
2010,europop,0,pop
2011,europop,0,pop
2012,europop,0,pop
2013,europop,0,pop
2014,europop,0,pop
1988,gospel,0,pop
1989,gospel,0,pop
1990,gospel,0,pop
1991,gospel,1,pop
1992,gospel,0,pop
1993,gospel,0,pop
1994,gospel,0,pop
1995,gospel,0,pop
1996,gospel,0,pop
1997,gospel,0,pop
1998,gospel,0,pop
1999,gospel,0,pop
2000,gospel,0,pop
2001,gospel,0,pop
2002,gospel,0,pop
2003,gospel,0,pop
2004,gospel,0.5,pop
2005,gospel,0,pop
2006,gospel,0,pop
2007,gospel,0,pop
2008,gospel,0,pop
2009,gospel,0,pop
2010,gospel,0,pop
2011,gospel,0,pop
2012,gospel,0,pop
2013,gospel,0,pop
2014,gospel,0,pop
1988,k pop,0,pop
1989,k pop,0,pop
1990,k pop,0,pop
1991,k pop,0,pop
1992,k pop,0,pop
1993,k pop,0,pop
1994,k pop,0,pop
1995,k pop,0,pop
1996,k pop,0,pop
1997,k pop,0,pop
1998,k pop,0,pop
1999,k pop,0,pop
2000,k pop,0,pop
2001,k pop,0,pop
2002,k pop,0,pop
2003,k pop,0,pop
2004,k pop,0,pop
2005,k pop,0,pop
2006,k pop,0,pop
2007,k pop,0,pop
2008,k pop,0,pop
2009,k pop,0,pop
2010,k pop,0,pop
2011,k pop,0,pop
2012,k pop,0.5,pop
2013,k pop,0.5,pop
2014,k pop,0,pop
1988,latin,0,pop
1989,latin,0,pop
1990,latin,0,pop
1991,latin,1,pop
1992,latin,0,pop
1993,latin,0,pop
1994,latin,0,pop
1995,latin,0,pop
1996,latin,1,pop
1997,latin,0,pop
1998,latin,0.5,pop
1999,latin,3.5,pop
2000,latin,0.5,pop
2001,latin,1,pop
2002,latin,3.5,pop
2003,latin,0.5,pop
2004,latin,1,pop
2005,latin,0.5,pop
2006,latin,1,pop
2007,latin,0,pop
2008,latin,0,pop
2009,latin,0,pop
2010,latin,1,pop
2011,latin,0.5,pop
2012,latin,0,pop
2013,latin,0,pop
2014,latin,0,pop
1988,male vocalist,0,pop
1989,male vocalist,0,pop
1990,male vocalist,0,pop
1991,male vocalist,0,pop
1992,male vocalist,1,pop
1993,male vocalist,0,pop
1994,male vocalist,0,pop
1995,male vocalist,0,pop
1996,male vocalist,0,pop
1997,male vocalist,0.5,pop
1998,male vocalist,0,pop
1999,male vocalist,0,pop
2000,male vocalist,0,pop
2001,male vocalist,0,pop
2002,male vocalist,1.5,pop
2003,male vocalist,0,pop
2004,male vocalist,0,pop
2005,male vocalist,0,pop
2006,male vocalist,0,pop
2007,male vocalist,0.5,pop
2008,male vocalist,0.5,pop
2009,male vocalist,0,pop
2010,male vocalist,0,pop
2011,male vocalist,0,pop
2012,male vocalist,0,pop
2013,male vocalist,0,pop
2014,male vocalist,0,pop
1988,new age,1,pop
1989,new age,1,pop
1990,new age,0,pop
1991,new age,1,pop
1992,new age,0,pop
1993,new age,0,pop
1994,new age,0,pop
1995,new age,0,pop
1996,new age,0,pop
1997,new age,0,pop
1998,new age,0,pop
1999,new age,0,pop
2000,new age,0,pop
2001,new age,0,pop
2002,new age,0,pop
2003,new age,0,pop
2004,new age,0,pop
2005,new age,0,pop
2006,new age,0,pop
2007,new age,0,pop
2008,new age,0,pop
2009,new age,0,pop
2010,new age,0,pop
2011,new age,0,pop
2012,new age,0,pop
2013,new age,0,pop
2014,new age,0,pop
1988,pop,34,pop
1989,pop,34,pop
1990,pop,27,pop
1991,pop,25,pop
1992,pop,21,pop
1993,pop,20,pop
1994,pop,21,pop
1995,pop,27,pop
1996,pop,26,pop
1997,pop,22,pop
1998,pop,33,pop
1999,pop,35,pop
2000,pop,32.5,pop
2001,pop,29,pop
2002,pop,29.5,pop
2003,pop,28.5,pop
2004,pop,28,pop
2005,pop,32.5,pop
2006,pop,32,pop
2007,pop,31,pop
2008,pop,33.5,pop
2009,pop,32.5,pop
2010,pop,34.5,pop
2011,pop,31,pop
2012,pop,28.5,pop
2013,pop,29.5,pop
2014,pop,28,pop
1988,pop rock,0,pop
1989,pop rock,0,pop
1990,pop rock,0,pop
1991,pop rock,0,pop
1992,pop rock,0,pop
1993,pop rock,0,pop
1994,pop rock,0,pop
1995,pop rock,0,pop
1996,pop rock,1,pop
1997,pop rock,0,pop
1998,pop rock,1,pop
1999,pop rock,0,pop
2000,pop rock,0.5,pop
2001,pop rock,0,pop
2002,pop rock,0,pop
2003,pop rock,0,pop
2004,pop rock,0.5,pop
2005,pop rock,1,pop
2006,pop rock,2,pop
2007,pop rock,0,pop
2008,pop rock,0.5,pop
2009,pop rock,0.5,pop
2010,pop rock,0,pop
2011,pop rock,0,pop
2012,pop rock,0,pop
2013,pop rock,0.5,pop
2014,pop rock,0,pop
1988,power pop,0,pop
1989,power pop,0,pop
1990,power pop,0,pop
1991,power pop,0,pop
1992,power pop,0,pop
1993,power pop,0,pop
1994,power pop,0,pop
1995,power pop,0,pop
1996,power pop,0,pop
1997,power pop,0,pop
1998,power pop,0,pop
1999,power pop,0,pop
2000,power pop,0,pop
2001,power pop,0,pop
2002,power pop,0.5,pop
2003,power pop,0,pop
2004,power pop,0,pop
2005,power pop,0,pop
2006,power pop,0,pop
2007,power pop,0,pop
2008,power pop,0,pop
2009,power pop,0,pop
2010,power pop,0,pop
2011,power pop,0.5,pop
2012,power pop,0,pop
2013,power pop,0,pop
2014,power pop,0,pop
1988,synthpop,0,pop
1989,synthpop,0,pop
1990,synthpop,0,pop
1991,synthpop,0,pop
1992,synthpop,0,pop
1993,synthpop,0,pop
1994,synthpop,0,pop
1995,synthpop,0,pop
1996,synthpop,0,pop
1997,synthpop,0,pop
1998,synthpop,0,pop
1999,synthpop,0,pop
2000,synthpop,0,pop
2001,synthpop,0,pop
2002,synthpop,0,pop
2003,synthpop,0,pop
2004,synthpop,0,pop
2005,synthpop,0,pop
2006,synthpop,0,pop
2007,synthpop,0,pop
2008,synthpop,0,pop
2009,synthpop,0.5,pop
2010,synthpop,0.5,pop
2011,synthpop,0,pop
2012,synthpop,0,pop
2013,synthpop,0,pop
2014,synthpop,0,pop
1988,teen pop,2,pop
1989,teen pop,2,pop
1990,teen pop,1,pop
1991,teen pop,0,pop
1992,teen pop,0,pop
1993,teen pop,0,pop
1994,teen pop,0,pop
1995,teen pop,0,pop
1996,teen pop,0,pop
1997,teen pop,1.5,pop
1998,teen pop,2,pop
1999,teen pop,2,pop
2000,teen pop,2.5,pop
2001,teen pop,0.5,pop
2002,teen pop,1,pop
2003,teen pop,2,pop
2004,teen pop,0,pop
2005,teen pop,1,pop
2006,teen pop,1,pop
2007,teen pop,0,pop
2008,teen pop,0,pop
2009,teen pop,0,pop
2010,teen pop,0,pop
2011,teen pop,0,pop
2012,teen pop,0,pop
2013,teen pop,0,pop
2014,teen pop,0,pop
1988,crunk,0,urban
1989,crunk,0,urban
1990,crunk,0,urban
1991,crunk,0,urban
1992,crunk,0,urban
1993,crunk,0,urban
1994,crunk,0,urban
1995,crunk,0,urban
1996,crunk,0,urban
1997,crunk,0,urban
1998,crunk,0,urban
1999,crunk,0,urban
2000,crunk,0,urban
2001,crunk,0,urban
2002,crunk,0,urban
2003,crunk,0,urban
2004,crunk,0,urban
2005,crunk,0,urban
2006,crunk,0,urban
2007,crunk,0,urban
2008,crunk,0,urban
2009,crunk,1,urban
2010,crunk,1,urban
2011,crunk,0,urban
2012,crunk,0,urban
2013,crunk,0,urban
2014,crunk,0,urban
1988,dancehall,0,urban
1989,dancehall,0,urban
1990,dancehall,0,urban
1991,dancehall,0,urban
1992,dancehall,0,urban
1993,dancehall,4,urban
1994,dancehall,0,urban
1995,dancehall,1,urban
1996,dancehall,1,urban
1997,dancehall,0,urban
1998,dancehall,0,urban
1999,dancehall,0,urban
2000,dancehall,0,urban
2001,dancehall,1.5,urban
2002,dancehall,0,urban
2003,dancehall,1,urban
2004,dancehall,0.5,urban
2005,dancehall,0,urban
2006,dancehall,0.5,urban
2007,dancehall,0,urban
2008,dancehall,0,urban
2009,dancehall,0,urban
2010,dancehall,0,urban
2011,dancehall,0,urban
2012,dancehall,0,urban
2013,dancehall,0,urban
2014,dancehall,0,urban
1988,grime,0,urban
1989,grime,0,urban
1990,grime,0,urban
1991,grime,0,urban
1992,grime,0,urban
1993,grime,0,urban
1994,grime,0,urban
1995,grime,0,urban
1996,grime,0,urban
1997,grime,0,urban
1998,grime,0,urban
1999,grime,0,urban
2000,grime,0,urban
2001,grime,0,urban
2002,grime,0,urban
2003,grime,0,urban
2004,grime,0,urban
2005,grime,0.5,urban
2006,grime,0,urban
2007,grime,0,urban
2008,grime,0.5,urban
2009,grime,0.5,urban
2010,grime,0,urban
2011,grime,0,urban
2012,grime,0,urban
2013,grime,0,urban
2014,grime,0,urban
1988,hip hop,2,urban
1989,hip hop,2,urban
1990,hip hop,4,urban
1991,hip hop,5,urban
1992,hip hop,3,urban
1993,hip hop,1,urban
1994,hip hop,2,urban
1995,hip hop,2,urban
1996,hip hop,6,urban
1997,hip hop,3.5,urban
1998,hip hop,3.5,urban
1999,hip hop,1.5,urban
2000,hip hop,1.5,urban
2001,hip hop,3.5,urban
2002,hip hop,6,urban
2003,hip hop,11.5,urban
2004,hip hop,8,urban
2005,hip hop,9.5,urban
2006,hip hop,3,urban
2007,hip hop,4,urban
2008,hip hop,2.5,urban
2009,hip hop,6.5,urban
2010,hip hop,6,urban
2011,hip hop,6,urban
2012,hip hop,7,urban
2013,hip hop,5,urban
