key,value,date,category
indie,5,2006,A
indie,10,2007,A
indie,6,2008,A
indie,6,2009,A
indie,9,2010,A
indie,17,2011,A
indie pop,0,1993,A
indie pop,0,1994,A
indie pop,0,1995,A
indie pop,0,1996,A
indie pop,0,1997,A
indie pop,0,1998,A
indie pop,0,1999,A
indie pop,0,2000,A
indie pop,0,2001,A
indie pop,0,2002,A
indie pop,1,2003,A
indie pop,1,2004,A
indie pop,1,2005,A
indie pop,1,2006,A
indie pop,3,2007,A
indie pop,3,2008,A
indie pop,0,2009,A
indie pop,0,2010,A
indie pop,5,2011,A
indie rock,0,1993,A
indie rock,1,1994,A
indie rock,1,1995,A
indie rock,3,1996,A
indie rock,1,1997,A
indie rock,3,1998,A
indie rock,0,1999,A
indie rock,0,2000,A
indie rock,1,2001,A
indie rock,0,2002,A
indie rock,0,2003,A
indie rock,8,2004,A
indie rock,7,2005,A
indie rock,9,2006,A
indie rock,18,2007,A
indie rock,9,2008,A
indie rock,14,2009,A
indie rock,14,2010,A
indie rock,11,2011,A
industrial,2,1993,B
industrial,2,1994,B
industrial,2,1995,B
industrial,2,1996,B
industrial,2,1997,B
industrial,0,1998,B
industrial,2,1999,B
industrial,1,2000,B
industrial,1,2001,B
industrial,0,2002,B
industrial,0,2003,B
industrial,0,2004,B
industrial,0,2005,B
industrial,0,2006,B
industrial,0,2007,B
industrial,0,2008,B
industrial,0,2009,B
industrial,0,2010,B
industrial,0,2011,B
industrial metal,0,1993,A
industrial metal,0,1994,A
industrial metal,0,1995,A
industrial metal,0,1996,A
industrial metal,0,1997,A
industrial metal,0,1998,A
industrial metal,1,1999,A
industrial metal,0,2000,A
industrial metal,1,2001,A
industrial metal,0,2002,A
industrial metal,0,2003,A
industrial metal,1,2004,A
industrial metal,0,2005,A
industrial metal,0,2006,A
industrial metal,0,2007,A
industrial metal,0,2008,A
industrial metal,0,2009,A
industrial metal,0,2010,A
industrial metal,0,2011,A
industrial rock,0,1993,A
industrial rock,0,1994,A
industrial rock,1,1995,A
industrial rock,1,1996,A
industrial rock,0,1997,A
industrial rock,0,1998,A
industrial rock,0,1999,A
industrial rock,0,2000,A
industrial rock,0,2001,A
industrial rock,0,2002,A
industrial rock,0,2003,A
industrial rock,0,2004,A
industrial rock,0,2005,A
industrial rock,0,2006,A
industrial rock,0,2007,A
industrial rock,0,2008,A
industrial rock,0,2009,A
industrial rock,0,2010,A
industrial rock,0,2011,A
instrumental,3,1993,A
instrumental,1,1994,A
instrumental,0,1995,A
instrumental,0,1996,A
instrumental,0,1997,A
instrumental,0,1998,A
instrumental,1,1999,A
instrumental,0,2000,A
instrumental,2,2001,A
instrumental,0,2002,A
instrumental,0,2003,A
instrumental,0,2004,A
instrumental,0,2005,A
instrumental,0,2006,A
instrumental,0,2007,A
instrumental,0,2008,A
instrumental,0,2009,A
instrumental,0,2010,A
instrumental,1,2011,A
jazz,2,1993,A
jazz,3,1994,A
jazz,0,1995,A
jazz,2,1996,A
jazz,1,1997,A
jazz,0,1998,A
jazz,0,1999,A
jazz,1,2000,A
jazz,0,2001,A
jazz,0,2002,A
jazz,3,2003,A
jazz,0,2004,A
jazz,4,2005,A
jazz,0,2006,A
jazz,2,2007,A
jazz,0,2008,A
jazz,0,2009,A
jazz,0,2010,A
jazz,0,2011,A
lo-fi,0,1993,A
lo-fi,0,1994,A
lo-fi,0,1995,A
lo-fi,1,1996,A
lo-fi,0,1997,A
lo-fi,1,1998,A
lo-fi,0,1999,A
lo-fi,0,2000,A
lo-fi,0,2001,A
lo-fi,0,2002,A
lo-fi,0,2003,A
lo-fi,2,2004,A
lo-fi,1,2005,A
lo-fi,0,2006,A
lo-fi,0,2007,A
lo-fi,0,2008,A
lo-fi,1,2009,A
lo-fi,0,2010,A
lo-fi,1,2011,A
lounge,2,1993,A
lounge,1,1994,A
lounge,1,1995,A
lounge,0,1996,A
lounge,1,1997,A
lounge,0,1998,A
lounge,0,1999,A
lounge,0,2000,A
lounge,0,2001,A
lounge,0,2002,A
lounge,0,2003,A
lounge,0,2004,A
lounge,0,2005,A
lounge,0,2006,A
lounge,0,2007,A
lounge,0,2008,A
lounge,0,2009,A
lounge,0,2010,A
lounge,0,2011,A
math rock,0,1993,A
math rock,0,1994,A
math rock,0,1995,A
math rock,0,1996,A
math rock,0,1997,A
math rock,0,1998,A
math rock,0,1999,A
math rock,0,2000,A
math rock,0,2001,A
math rock,0,2002,A
math rock,0,2003,A
math rock,0,2004,A
math rock,0,2005,A
math rock,0,2006,A
math rock,0,2007,A
math rock,0,2008,A
math rock,0,2009,A
math rock,1,2010,A
math rock,0,2011,A
metal,4,1993,A
metal,0,1994,A
metal,1,1995,A
metal,2,1996,A
metal,8,1997,A
metal,5,1998,A
metal,6,1999,A
metal,8,2000,A
metal,5,2001,A
metal,4,2002,A
metal,0,2003,A
metal,1,2004,A
metal,4,2005,A
metal,4,2006,A
metal,1,2007,A
metal,0,2008,A
metal,2,2009,A
metal,0,2010,A
metal,0,2011,A
metalcore,0,1993,A
metalcore,0,1994,A
metalcore,0,1995,A
metalcore,0,1996,A
metalcore,0,1997,A
metalcore,0,1998,A
metalcore,0,1999,A
metalcore,0,2000,A
metalcore,0,2001,A
metalcore,0,2002,A
metalcore,0,2003,A
metalcore,0,2004,A
metalcore,0,2005,A
metalcore,0,2006,A
metalcore,0,2007,A
metalcore,0,2008,A
metalcore,0,2009,A
metalcore,1,2010,A
metalcore,0,2011,A
minimal,0,1993,B
minimal,0,1994,B
minimal,0,1995,B
minimal,0,1996,B
minimal,0,1997,B
minimal,0,1998,B
minimal,0,1999,B
minimal,0,2000,B
minimal,0,2001,B
minimal,0,2002,B
minimal,0,2003,B
minimal,0,2004,B
minimal,0,2005,B
minimal,0,2006,B
minimal,0,2007,B
minimal,0,2008,B
minimal,1,2009,B
minimal,0,2010,B
minimal,0,2011,B
new rave,0,1993,B
new rave,0,1994,B
new rave,0,1995,B
new rave,0,1996,B
new rave,0,1997,B
new rave,0,1998,B
new rave,0,1999,B
new rave,0,2000,B
new rave,0,2001,B
new rave,0,2002,B
new rave,0,2003,B
new rave,0,2004,B
new rave,0,2005,B
new rave,0,2006,B
new rave,1,2007,B
new rave,0,2008,B
new rave,0,2009,B
new rave,1,2010,B
new rave,0,2011,B
new wave,0,1993,A
new wave,0,1994,A
new wave,0,1995,A
new wave,0,1996,A
new wave,0,1997,A
new wave,0,1998,A
new wave,0,1999,A
new wave,0,2000,A
new wave,0,2001,A
new wave,0,2002,A
new wave,1,2003,A
new wave,0,2004,A
new wave,0,2005,A
new wave,0,2006,A
new wave,0,2007,A
new wave,0,2008,A
new wave,0,2009,A
new wave,0,2010,A
new wave,0,2011,A
nu disco,0,1993,B
nu disco,0,1994,B
nu disco,0,1995,B
nu disco,0,1996,B
nu disco,0,1997,B
nu disco,0,1998,B
nu disco,0,1999,B
nu disco,0,2000,B
nu disco,0,2001,B
nu disco,0,2002,B
nu disco,0,2003,B
nu disco,0,2004,B
nu disco,0,2005,B
nu disco,0,2006,B
nu disco,0,2007,B
nu disco,0,2008,B
nu disco,0,2009,B
nu disco,0,2010,B
nu disco,1,2011,B
nu metal,0,1993,A
nu metal,0,1994,A
nu metal,0,1995,A
nu metal,0,1996,A
nu metal,0,1997,A
nu metal,0,1998,A
nu metal,1,1999,A
nu metal,0,2000,A
nu metal,0,2001,A
nu metal,0,2002,A
nu metal,0,2003,A
nu metal,0,2004,A
nu metal,0,2005,A
nu metal,0,2006,A
nu metal,0,2007,A
nu metal,0,2008,A
nu metal,0,2009,A
nu metal,0,2010,A
nu metal,0,2011,A
pop,24,1993,A
pop,26,1994,A
pop,28,1995,A
pop,26,1996,A
pop,29,1997,A
pop,34,1998,A
pop,31,1999,A
pop,20,2000,A
pop,30,2001,A
pop,26,2002,A
pop,12,2003,A
pop,36,2004,A
pop,35,2005,A
pop,35,2006,A
pop,25,2007,A
pop,33,2008,A
pop,41,2009,A
pop,38,2010,A
pop,44,2011,A
pop punk,0,1993,A
pop punk,0,1994,A
pop punk,0,1995,A
pop punk,0,1996,A
pop punk,0,1997,A
pop punk,0,1998,A
pop punk,0,1999,A
pop punk,0,2000,A
pop punk,0,2001,A
pop punk,0,2002,A
pop punk,0,2003,A
pop punk,1,2004,A
pop punk,0,2005,A
pop punk,0,2006,A
pop punk,0,2007,A
pop punk,0,2008,A
pop punk,0,2009,A
pop punk,0,2010,A
pop punk,0,2011,A
pop rock,0,1993,A
pop rock,0,1994,A
pop rock,0,1995,A
pop rock,0,1996,A
pop rock,0,1997,A
pop rock,0,1998,A
pop rock,0,1999,A
pop rock,1,2000,A
pop rock,0,2001,A
pop rock,0,2002,A
pop rock,0,2003,A
pop rock,0,2004,A
pop rock,0,2005,A
pop rock,0,2006,A
pop rock,0,2007,A
pop rock,0,2008,A
pop rock,0,2009,A
pop rock,0,2010,A
pop rock,0,2011,A
post-hardcore,0,1993,A
post-hardcore,0,1994,A
post-hardcore,0,1995,A
post-hardcore,0,1996,A
post-hardcore,0,1997,A
post-hardcore,0,1998,A
post-hardcore,0,1999,A
post-hardcore,0,2000,A
post-hardcore,0,2001,A
post-hardcore,1,2002,A
post-hardcore,1,2003,A
post-hardcore,0,2004,A
post-hardcore,0,2005,A
post-hardcore,0,2006,A
post-hardcore,0,2007,A
post-hardcore,0,2008,A
post-hardcore,0,2009,A
post-hardcore,0,2010,A
post-hardcore,0,2011,A
post-punk,4,1993,A
post-punk,3,1994,A
post-punk,3,1995,A
post-punk,1,1996,A
post-punk,2,1997,A
post-punk,2,1998,A
post-punk,1,1999,A
post-punk,2,2000,A
post-punk,2,2001,A
post-punk,1,2002,A
post-punk,0,2003,A
post-punk,1,2004,A
post-punk,0,2005,A
post-punk,0,2006,A
post-punk,0,2007,A
post-punk,1,2008,A
post-punk,0,2009,A
post-punk,0,2010,A
post-punk,0,2011,A
power pop,1,1993,A
power pop,0,1994,A
power pop,3,1995,A
power pop,1,1996,A
power pop,0,1997,A
power pop,1,1998,A
power pop,0,1999,A
power pop,2,2000,A
power pop,0,2001,A
power pop,0,2002,A
power pop,0,2003,A
power pop,0,2004,A
power pop,0,2005,A
power pop,0,2006,A
power pop,0,2007,A
power pop,0,2008,A
power pop,0,2009,A
power pop,0,2010,A
power pop,0,2011,A
progressive metal,0,1993,A
progressive metal,0,1994,A
progressive metal,0,1995,A
progressive metal,0,1996,A
progressive metal,0,1997,A
progressive metal,0,1998,A
progressive metal,0,1999,A
progressive metal,0,2000,A
progressive metal,0,2001,A
progressive metal,0,2002,A
progressive metal,1,2003,A
progressive metal,0,2004,A
progressive metal,0,2005,A
progressive metal,0,2006,A
progressive metal,0,2007,A
progressive metal,0,2008,A
progressive metal,0,2009,A
progressive metal,0,2010,A
progressive metal,0,2011,A
progressive rock,0,1993,A
progressive rock,0,1994,A
progressive rock,0,1995,A
progressive rock,0,1996,A
progressive rock,0,1997,A
progressive rock,0,1998,A
progressive rock,0,1999,A
progressive rock,0,2000,A
progressive rock,0,2001,A
progressive rock,0,2002,A
progressive rock,0,2003,A
progressive rock,0,2004,A
progressive rock,2,2005,A
progressive rock,0,2006,A
progressive rock,1,2007,A
progressive rock,2,2008,A
progressive rock,0,2009,A
progressive rock,0,2010,A
progressive rock,0,2011,A
psychedelic,0,1993,A
psychedelic,1,1994,A
psychedelic,0,1995,A
psychedelic,1,1996,A
psychedelic,1,1997,A
psychedelic,0,1998,A
psychedelic,1,1999,A
psychedelic,0,2000,A
psychedelic,1,2001,A
psychedelic,1,2002,A
psychedelic,0,2003,A
psychedelic,2,2004,A
psychedelic,0,2005,A
psychedelic,0,2006,A
psychedelic,0,2007,A
psychedelic,1,2008,A
psychedelic,2,2009,A
psychedelic,2,2010,A
psychedelic,0,2011,A
psychedelic rock,2,1993,A
psychedelic rock,0,1994,A
psychedelic rock,0,1995,A
psychedelic rock,0,1996,A
psychedelic rock,0,1997,A
psychedelic rock,0,1998,A
psychedelic rock,0,1999,A
psychedelic rock,0,2000,A
psychedelic rock,0,2001,A
psychedelic rock,0,2002,A
psychedelic rock,0,2003,A
psychedelic rock,0,2004,A
psychedelic rock,0,2005,A
psychedelic rock,0,2006,A
psychedelic rock,0,2007,A
psychedelic rock,0,2008,A
psychedelic rock,0,2009,A
psychedelic rock,0,2010,A
psychedelic rock,0,2011,A
punk,1,1993,A
punk,4,1994,A
punk,6,1995,A
punk,7,1996,A
punk,8,1997,A
punk,13,1998,A
punk,13,1999,A
punk,15,2000,A
punk,10,2001,A
punk,9,2002,A
punk,8,2003,A
punk,8,2004,A
punk,6,2005,A
punk,6,2006,A
punk,5,2007,A
punk,5,2008,A
punk,4,2009,A
punk,1,2010,A
punk,0,2011,A
r&b,0,1993,C
r&b,1,1994,C
r&b,1,1995,C
r&b,1,1996,C
r&b,0,1997,C
r&b,0,1998,C
r&b,2,1999,C
r&b,0,2000,C
r&b,0,2001,C
r&b,1,2002,C
r&b,4,2003,C
r&b,0,2004,C
r&b,0,2005,C
r&b,0,2006,C
r&b,0,2007,C
r&b,1,2008,C
r&b,0,2009,C
r&b,2,2010,C
r&b,2,2011,C
rap,6,1993,C
rap,3,1994,C
rap,2,1995,C
rap,3,1996,C
rap,0,1997,C
rap,0,1998,C
rap,0,1999,C
rap,1,2000,C
rap,1,2001,C
rap,2,2002,C
rap,2,2003,C
rap,0,2004,C
rap,0,2005,C
rap,7,2006,C
rap,3,2007,C
rap,9,2008,C
rap,7,2009,C
rap,7,2010,C
rap,10,2011,C
rap rock,0,1993,A
rap rock,0,1994,A
rap rock,2,1995,A
rap rock,0,1996,A
rap rock,0,1997,A
rap rock,0,1998,A
rap rock,0,1999,A
rap rock,0,2000,A
rap rock,0,2001,A
rap rock,0,2002,A
rap rock,0,2003,A
rap rock,0,2004,A
rap rock,0,2005,A
rap rock,0,2006,A
rap rock,0,2007,A
rap rock,0,2008,A
rap rock,0,2009,A
rap rock,0,2010,A
rap rock,0,2011,A
reggae,4,1993,A
reggae,1,1994,A
reggae,1,1995,A
reggae,1,1996,A
reggae,0,1997,A
reggae,1,1998,A
reggae,0,1999,A
reggae,1,2000,A
reggae,1,2001,A
reggae,0,2002,A
reggae,6,2003,A
reggae,1,2004,A
reggae,3,2005,A
reggae,2,2006,A
reggae,1,2007,A
reggae,0,2008,A
reggae,0,2009,A
reggae,0,2010,A
reggae,0,2011,A
remix,0,1993,C
remix,0,1994,C
remix,0,1995,C
remix,0,1996,C
remix,0,1997,C
remix,0,1998,C
remix,0,1999,C
remix,0,2000,C
remix,0,2001,C
remix,0,2002,C
remix,0,2003,C
remix,0,2004,C
remix,0,2005,C
remix,0,2006,C
remix,0,2007,C
remix,1,2008,C
remix,0,2009,C
remix,0,2010,C
remix,0,2011,C
rock,69,1993,A
rock,73,1994,A
rock,69,1995,A
rock,71,1996,A
rock,70,1997,A
rock,71,1998,A
rock,77,1999,A
rock,79,2000,A
rock,77,2001,A
rock,71,2002,A
rock,69,2003,A
rock,73,2004,A
rock,77,2005,A
rock,61,2006,A
rock,57,2007,A
rock,52,2008,A
rock,43,2009,A
rock,33,2010,A
rock,24,2011,A
rock 'n roll,0,1993,A
rock 'n roll,0,1994,A
rock 'n roll,0,1995,A
rock 'n roll,0,1996,A
rock 'n roll,0,1997,A
rock 'n roll,0,1998,A
rock 'n roll,0,1999,A
rock 'n roll,0,2000,A
rock 'n roll,0,2001,A
rock 'n roll,1,2002,A
rock 'n roll,0,2003,A
rock 'n roll,0,2004,A
rock 'n roll,0,2005,A
rock 'n roll,0,2006,A
rock 'n roll,0,2007,A
rock 'n roll,0,2008,A
rock 'n roll,0,2009,A
rock 'n roll,0,2010,A
rock 'n roll,0,2011,A
rockabilly,1,1993,A
rockabilly,1,1994,A
rockabilly,1,1995,A
rockabilly,0,1996,A
rockabilly,0,1997,A
rockabilly,0,1998,A
rockabilly,0,1999,A
rockabilly,0,2000,A
rockabilly,0,2001,A
rockabilly,0,2002,A
rockabilly,0,2003,A
rockabilly,0,2004,A
rockabilly,0,2005,A
rockabilly,0,2006,A
rockabilly,0,2007,A
rockabilly,0,2008,A
rockabilly,0,2009,A
rockabilly,0,2010,A
rockabilly,0,2011,A
roots,0,1993,A
roots,0,1994,A
roots,0,1995,A
roots,0,1996,A
roots,0,1997,A
roots,0,1998,A
roots,0,1999,A
roots,0,2000,A
roots,0,2001,A
roots,0,2002,A
roots,3,2003,A
roots,0,2004,A
roots,2,2005,A
roots,1,2006,A
roots,1,2007,A
roots,1,2008,A
roots,0,2009,A
roots,1,2010,A
roots,0,2011,A
scratch,0,1993,C
scratch,0,1994,C
scratch,0,1995,C
scratch,0,1996,C
scratch,0,1997,C
scratch,0,1998,C
scratch,0,1999,C
scratch,0,2000,C
scratch,0,2001,C
scratch,0,2002,C
scratch,0,2003,C
scratch,0,2004,C
scratch,0,2005,C
scratch,0,2006,C
scratch,0,2007,C
scratch,0,2008,C
scratch,0,2009,C
scratch,0,2010,C
scratch,0,2011,C
singer-songwriter,0,1993,A
singer-songwriter,2,1994,A
singer-songwriter,2,1995,A
singer-songwriter,0,1996,A
singer-songwriter,1,1997,A
singer-songwriter,3,1998,A
singer-songwriter,2,1999,A
singer-songwriter,1,2000,A
singer-songwriter,0,2001,A
singer-songwriter,1,2002,A
singer-songwriter,7,2003,A
singer-songwriter,7,2004,A
singer-songwriter,12,2005,A
singer-songwriter,4,2006,A
singer-songwriter,6,2007,A
singer-songwriter,2,2008,A
singer-songwriter,3,2009,A
singer-songwriter,2,2010,A
singer-songwriter,6,2011,A
ska,0,1993,A
ska,0,1994,A
ska,0,1995,A
ska,1,1996,A
ska,0,1997,A
ska,1,1998,A
ska,1,1999,A
ska,2,2000,A
ska,0,2001,A
ska,1,2002,A
ska,3,2003,A
ska,0,2004,A
ska,4,2005,A
ska,4,2006,A
ska,2,2007,A
ska,2,2008,A
ska,2,2009,A
ska,0,2010,A
ska,0,2011,A
soul,3,1993,C
soul,3,1994,C
soul,0,1995,C
soul,0,1996,C
soul,1,1997,C
soul,0,1998,C
soul,0,1999,C
soul,0,2000,C
soul,0,2001,C
soul,1,2002,C
soul,1,2003,C
soul,0,2004,C
soul,0,2005,C
soul,2,2006,C
soul,1,2007,C
soul,0,2008,C
soul,1,2009,C
soul,2,2010,C
soul,4,2011,C
soundtrack,0,1993,A
soundtrack,1,1994,A
soundtrack,2,1995,A
soundtrack,2,1996,A
soundtrack,3,1997,A
soundtrack,0,1998,A
soundtrack,0,1999,A
soundtrack,0,2000,A
soundtrack,0,2001,A
soundtrack,2,2002,A
soundtrack,0,2003,A
soundtrack,1,2004,A
soundtrack,0,2005,A
soundtrack,0,2006,A
soundtrack,0,2007,A
soundtrack,0,2008,A
soundtrack,0,2009,A
soundtrack,1,2010,A
soundtrack,0,2011,A
southern rock,0,1993,A
southern rock,1,1994,A
southern rock,0,1995,A
southern rock,0,1996,A
southern rock,0,1997,A
southern rock,0,1998,A
southern rock,0,1999,A
southern rock,0,2000,A
southern rock,0,2001,A
southern rock,0,2002,A
southern rock,0,2003,A
southern rock,1,2004,A
southern rock,0,2005,A
southern rock,0,2006,A
southern rock,3,2007,A
southern rock,4,2008,A
southern rock,0,2009,A
southern rock,1,2010,A
southern rock,0,2011,A
spoken word,0,1993,C
spoken word,0,1994,C
spoken word,0,1995,C
spoken word,0,1996,C
spoken word,1,1997,C
spoken word,0,1998,C
spoken word,0,1999,C
spoken word,0,2000,C
spoken word,0,2001,C
spoken word,0,2002,C
spoken word,0,2003,C
spoken word,0,2004,C
spoken word,0,2005,C
spoken word,0,2006,C
spoken word,0,2007,C
spoken word,0,2008,C
spoken word,0,2009,C
spoken word,0,2010,C
spoken word,0,2011,C
synthpop,1,1993,B
synthpop,0,1994,B
synthpop,0,1995,B
synthpop,0,1996,B
synthpop,0,1997,B
synthpop,0,1998,B
synthpop,0,1999,B
synthpop,0,2000,B
synthpop,1,2001,B
synthpop,0,2002,B
synthpop,0,2003,B
synthpop,0,2004,B
synthpop,0,2005,B
synthpop,0,2006,B
synthpop,1,2007,B
synthpop,1,2008,B
synthpop,1,2009,B
synthpop,2,2010,B
synthpop,0,2011,B
techno,1,1993,B
techno,2,1994,B
techno,2,1995,B
techno,1,1996,B
techno,1,1997,B
techno,0,1998,B
techno,2,1999,B
techno,1,2000,B
techno,0,2001,B
techno,1,2002,B
techno,0,2003,B
techno,0,2004,B
techno,0,2005,B
techno,0,2006,B
techno,0,2007,B
techno,0,2008,B
techno,0,2009,B
techno,0,2010,B
techno,0,2011,B
trance,0,1993,B
trance,0,1994,B
trance,1,1995,B
trance,1,1996,B
trance,0,1997,B
trance,0,1998,B
trance,0,1999,B
trance,0,2000,B
trance,0,2001,B
trance,0,2002,B
trance,0,2003,B
trance,0,2004,B
trance,0,2005,B
trance,0,2006,B
trance,0,2007,B
trance,0,2008,B
trance,0,2009,B
trance,0,2010,B
trance,0,2011,B
trip hop,0,1993,C
trip hop,0,1994,C
trip hop,3,1995,C
trip hop,0,1996,C
trip hop,2,1997,C
trip hop,1,1998,C
trip hop,0,1999,C
trip hop,1,2000,C
trip hop,0,2001,C
trip hop,0,2002,C
trip hop,0,2003,C
trip hop,0,2004,C
trip hop,2,2005,C
trip hop,0,2006,C
trip hop,0,2007,C
trip hop,1,2008,C
trip hop,0,2009,C
trip hop,0,2010,C
trip hop,0,2011,C
world,0,1993,A
world,1,1994,A
world,0,1995,A
world,0,1996,A
world,0,1997,A
world,0,1998,A
world,0,1999,A
world,0,2000,A
world,0,2001,A
world,0,2002,A
world,0,2003,A
world,0,2004,A
world,0,2005,A
world,0,2006,A
world,0,2007,A
world,0,2008,A
world,0,2009,A
world,0,2010,A
world,0,2011,A
